Year,Month,Date (mm/dd/yyyy), Amount ,Category (Select),Subcategory (Select),Store,Credit Card,Comments,,,
2020,October,10/30/20, $191.52 ,Subscription Services,Grammarly,GRAMMARLY COXSAMP3J ,7017,,,,
2020,October,10/30/20, $19.17 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,October,10/31/20, $15.28 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,October,10/31/20, $20.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,October,10/31/20, $24.58 ,Mindful Spending,Restaurant,MILA RESTAURANT,7017,,,,
2020,October,10/31/20, $100.58 ,Mindful Spending,Clothes,UNIQLO RICHMOND #2005,7017,,,,
2020,November,11/01/20," $1,040.00 ",Fixed,Rent,UBC Properties,9880,,,,
2020,November,11/03/20, $340.00 ,Mindful Spending,Gov. Services,CITIZEN&IMM-EAPPS ENLI,7017,PGWP,,,
2020,November,11/06/20, $71.49 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,Inno Foods Interview,,,
2020,November,11/06/20, $96.50 ,Fixed,Groceries,No Frills,1095,,,,
2020,November,11/06/20, $30.25 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,November,11/08/20, $3.94 ,Mindful Spending,Restaurant,ROCANINI COFFEE ROASTERS VANCOUVER BC,7017,,,,
2020,November,11/08/20, $8.93 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,November,11/09/20, $4.99 ,Subscription Services,Spotify,"	Spotify P1214B466F",7017,,,,
2020,November,11/09/20, $8.95 ,Mindful Spending,Other,Stationary 2000,7017,,,,
2020,November,11/10/20, $17.49 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,November,11/12/20, $35.14 ,Fixed,Groceries,Save on Foods,7017,,,,
2020,November,11/13/20, $40.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2020,November,11/14/20, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2020,November,11/14/20, $29.69 ,Mindful Spending,Home,Amazon MKT Place,7017,,,,
2020,November,11/15/20, $31.77 ,Fixed,Groceries,SunGiven Foods,1095,,,,
2020,November,11/15/20, $23.17 ,Mindful Spending,Restaurant,Donair Dude,1095,,,,
2020,November,11/16/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,November,11/16/20, $30.19 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,November,11/18/20, $12.99 ,Mindful Spending,Home,Amazon MKT Place,7017,,,,
2020,November,11/18/20, $18.88 ,Mindful Spending,Home,Amazon MKT Place,7017,,,,
2020,November,11/18/20, $67.57 ,Mindful Spending,Home,Amazon MKT Place,7017,,,,
2020,November,11/21/20, $101.64 ,Fixed,Groceries,No Frills,1095,,,,
2020,November,11/21/20, $1.99 ,Fixed,Groceries,Shoppers Drug Mart,7017,,,,
2020,November,11/23/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,November,11/25/20, $86.98 ,Fixed,Medicine,University Pharmacy,1095,,,,
2020,November,11/25/20, $9.42 ,Mindful Spending,Restaurant,Petra Café,1095,,,,
2020,November,11/26/20, $17.91 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,November,11/27/20, $8.69 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,November,11/27/20, $64.04 ,Fixed,Medicine,University Pharmacy,1095,,,,
2020,November,11/28/20, $41.07 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,November,11/29/20, $4.13 ,Mindful Spending,Restaurant,ROCANINI COFFEE ROASTERS VANCOUVER BC,7017,,,,
2020,November,11/29/20, $6.67 ,Subscription Services,Medium,MEDIUM,7017,,,,
2020,December,12/01/20, $21.42 ,Mindful Spending,Restaurant,ZUBU RAMEN VANCOUVER BC,7017,,,,
2020,December,12/01/20," $1,040.00 ",Fixed,Rent,Wesbrook Properties,,,,,
2020,December,12/02/20, $675.00 ,Fixed,Medical Insurance (Ext),Revenue Services,7017,,,,
2020,December,12/04/20, $64.05 ,Fixed,Medicine,University Pharmacy,1095,,,,
2020,December,12/04/20, $9.10 ,Mindful Spending,Restaurant,Petra Café,1095,,,,
2020,December,12/05/20, $64.45 ,Fixed,Groceries,No Frills,1095,,,,
2020,December,12/06/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,December,12/09/20, $29.99 ,Mindful Spending,Other,Google Stadia,7017,,,,
2020,December,12/09/20, $4.99 ,Subscription Services,Spotify,Spotify,7017,,,,
2020,December,12/10/20, $89.99 ,Mindful Spending,Other,Google Stadia,7017,,,,
2020,December,12/12/20, $1.58 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,December,12/12/20, $68.28 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,December,12/13/20, $9.99 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,December,12/14/20, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2020,December,12/15/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,December,12/15/20, $75.00 ,Fixed,Medical Insurance (Ext),Revenue Services,1095,,,,
2020,December,12/15/20, $14.99 ,Mindful Spending,Other,Amazon Downloads,7017,E-book,,,
2020,December,12/18/20, $39.05 ,Fixed,Groceries,Save on Foods,1095,,,,
2020,December,12/19/20, $85.97 ,Fixed,Groceries,No Frills,1095,,,,
2020,December,12/20/20, $4.12 ,Mindful Spending,Restaurant,ROCANINI COFFEE ROASTERS VANCOUVER BC,7017,,,,
2020,December,12/22/20, $64.04 ,Fixed,Medicine,University Pharmacy,1095,,,,
2020,December,12/24/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,December,12/25/20, $15.36 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,December,12/25/20, $6.13 ,Fixed,Groceries,Persia Foods,7017,,,,
2020,December,12/25/20, $8.33 ,Mindful Spending,Restaurant,Trees Organic Coffee,7017,,,,
2020,December,12/26/20, $6.17 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,,,,
2020,December,12/26/20, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2020,December,12/26/20, $16.80 ,Mindful Spending,Clothes,OLD NAVY 4218,7017,,,,
2020,December,12/26/20, $40.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2020,December,12/26/20, $71.27 ,Fixed,Groceries,No Frills,1095,,,,
2020,December,12/27/20, $32.43 ,Mindful Spending,Restaurant,Earl's,7017,,,,
2020,December,12/27/20, $25.60 ,Mindful Spending,Restaurant,Yolk's,7017,,,,
2020,December,12/29/20, $6.59 ,Subscription Services,Medium,MEDIUM,7017,,,,
2020,December,12/29/20, $23.99 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/01/21, $15.55 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,January,1/01/21,-$30.00 ,Fixed,Utilities,Coinamatic,9880,,,,
2021,January,1/02/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/02/21, $23.00 ,Fixed,Haircut,Oxford Barbers Davie Street,Cash,,,,
2021,January,1/03/21, $16.38 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/05/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/06/21, $50.00 ,Fixed,Gym,University Neighbourhood,7017,,,,
2021,January,1/09/21, $4.99 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,January,1/09/21, $70.96 ,Fixed,Groceries,No Frills,1095,,,,
2021,January,1/09/21, $30.70 ,Mindful Spending,Restaurant,DoorDash - Sun Sunshi,1095,,,,
2021,January,1/10/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/10/21, $17.56 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/12/21, $360.00 ,Mindful Spending,Other,Instructor Mario Driving Lessons,9880,,,,
2021,January,1/13/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/13/21, $2.99 ,Mindful Spending,Other,Aliexpress,7017,,,,
2021,January,1/13/21, $3.03 ,Mindful Spending,Other,Aliexpress,7017,,,,
2021,January,1/13/21, $3.60 ,Mindful Spending,Other,Aliexpress,7017,,,,
2021,January,1/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,January,1/15/21, $1.58 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,Interview,,,
2021,January,1/16/21, $3.47 ,Fixed,Groceries,Persia Foods,7017,,,,
2021,January,1/16/21, $4.13 ,Mindful Spending,Restaurant,ROCANINI COFFEE ROASTERS VANCOUVER BC,7017,,,,
2021,January,1/16/21, $66.18 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,Interview,,,
2021,January,1/17/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/18/21, $21.38 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/19/21, $69.65 ,Mindful Spending,Other,EvoCarShare Burnaby BC,7017,Interview,,,
2021,January,1/19/21, $20.00 ,Mindful Spending,Other,7 ELEVEN STORE 37853 BURNABY BC,7017,EvoCar Gas,,,
2021,January,1/21/21, $9.96 ,Fixed,Medicine,Shoppers Drug Mart,1095,,,,
2021,January,1/21/21, $26.55 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,January,1/22/21, $94.44 ,Fixed,Groceries,No Frills,1095,,,,
2021,January,1/23/21, $27.99 ,Mindful Spending,Other,Canadian Tire,7017,Boots Mario's Gelati,,,
2021,January,1/25/21, $17.30 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,January,1/23/21, $6.04 ,Mindful Spending,Restaurant,Faculty Brewing Co,7017,,,,
2021,January,1/24/21, $12.26 ,Mindful Spending,Restaurant,A&W Pacific Center,1095,,,,
2021,January,1/27/21, $56.00 ,Mindful Spending,Gov. Services,Deprez & Associates,7017,PharmaCare Affidavit,,,
2021,January,1/28/21, $21.16 ,Fixed,Groceries,Save on Foods,7017,,,,
2020,January,1/29/20, $52.76 ,Fixed,Groceries,No Frills,1095,,,,
2021,January,1/30/21, $3.55 ,Mindful Spending,Other,Aliexpress,7017,Phone Repair Accessories,,,
2021,January,1/30/21, $28.00 ,Mindful Spending,Other,MUJI,7017,Umbrella,,,
2021,January,1/30/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,January,1/30/21, $15.48 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,February,2/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,February,2/01/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,February,2/01/21, $98.00 ,Fixed,Transit,Compass-Translink,7017,Monthly pass,,,
2021,February,2/05/21, $9.99 ,Mindful Spending,Other,Amazon,7017,Phone Repair Accessories,,,
2021,February,2/05/21, $11.58 ,Mindful Spending,Other,Amazon,7017,Headphones,,,
2021,February,2/06/21, $4.58 ,Mindful Spending,Other,Aliexpress,7017,Phone Repair Accessories,,,
2021,February,2/06/21, $70.13 ,Fixed,Groceries,No Frills,1095,,,,
2021,February,2/07/21, $360.00 ,Mindful Spending,Other,Instructor Mario Driving Lessons,9880,,,,
2021,February,2/07/21, $6.04 ,Mindful Spending,Other,Staples,7017,,,,
2021,February,2/07/21, $14.55 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,February,2/08/21, $6.58 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,February,2/10/21, $200.00 ,Mindful Spending,Other,Instructor Mario Driving Lessons,9880,,,,
2021,February,2/10/21, $50.00 ,Mindful Spending,Gov. Services,Driver Services North Van,7017,Driver Test,,,
2021,February,2/12/21, $45.86 ,Fixed,Groceries,No Frills,1095,,,,
2021,February,2/12/21, $12.00 ,Mindful Spending,Education,Coursera,7017,Data Science Course,,,
2021,February,2/12/21, $9.99 ,Fixed,Groceries,IGA,1095,,,,
2021,February,2/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,February,2/14/21, $49.73 ,Mindful Spending,Restaurant,Local Gastown,7017,,,,
2021,February,2/15/21, $8.44 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,February,2/18/21, $44.53 ,Fixed,Groceries,The Very Good Butchers,7017,,,,
2021,February,2/19/21, $38.91 ,Fixed,Groceries,No Frills,1095,,,,
2021,February,2/20/21, $11.53 ,Fixed,Groceries,H Mart Express,1095,,,,
2021,February,2/20/21, $17.28 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,February,2/21/21, $12.93 ,Mindful Spending,Restaurant,Rain or Shine,7017,,,,
2021,February,2/25/21, $8.45 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,February,2/27/21, $44.10 ,Mindful Spending,Restaurant,Au Comptoir Holdings,7017,,,,
2021,February,2/27/21, $23.10 ,Fixed,Haircut,Oxford Barbers Davie Street,7017,,,,
2021,February,2/27/21, $61.70 ,Fixed,Groceries,No Frills,1095,,,,
2021,March,3/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,March,3/08/21, $6.58 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,March,3/04/21, $98.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,March,3/05/21, $22.26 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,March,3/06/21, $14.62 ,Fixed,Groceries,Save on Foods,1095,,,,
2021,March,3/06/21, $36.91 ,Fixed,Groceries,No Frills,1095,,,,
2021,March,3/07/21, $2.23 ,Fixed,Groceries,Shoppers Drug Mart,7017,,,,
2021,March,3/09/21, $4.99 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,March,3/09/21, $157.50 ,Mindful Spending,Gov. Services,Immigration Consultant Sebastien,9880,,,,
2021,March,3/13/21, $82.81 ,Fixed,Groceries,No Frills,7017,,,,
2021,March,3/14/21, $4.19 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,March,3/14/21, $68.99 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,March,3/11/21, $10.27 ,Mindful Spending,Home,Amazon,7017,,,,
2021,March,3/14/21, $10.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,March,3/17/21, $5.05 ,Mindful Spending,Other,Staples,7017,,,,
2021,March,3/17/21, $1.34 ,Mindful Spending,Other,Staples,7017,,,,
2021,March,3/17/21, $56.00 ,Mindful Spending,Gov. Services,Depez & Associates,7017,Common Law Oath,,,
2021,March,3/20/21, $77.69 ,Fixed,Groceries,No Frills,7017,,,,
2021,March,3/20/21, $9.50 ,Mindful Spending,Restaurant,Viva Café & Bakery,7017,,,,
2021,March,3/21/21, $13.11 ,Mindful Spending,Restaurant,A&W,7017,,,,
2021,March,3/21/21, $22.99 ,Fixed,Groceries,Main Street Honey Shop,7017,,,,
2021,March,3/21/21, $24.64 ,Mindful Spending,Home,Amazon,7017,,,,
2021,March,3/23/21, $14.34 ,Mindful Spending,Home,Amazon,7017,,,,
2021,March,3/27/21, $62.99 ,Mindful Spending,Clothes,Mark's,7017,Rubber Safety Boots,,,
2021,March,3/27/21, $56.74 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,March,3/30/21, $12.52 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,April,4/01/21, $10.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,April,4/01/21, $98.00 ,Fixed,Transit,Compass-Translink,7017,,,,
2021,April,4/02/21, $44.80 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,April,4/02/21, $66.81 ,Mindful Spending,Clothes,Uniqlo Richmond,7017,,,,
2021,April,4/02/21, $89.55 ,Mindful Spending,Clothes,MEC,7017,Work Backpack,,,
2021,April,4/02/21, $62.06 ,Fixed,Groceries,No Frills,7017,,,,
2021,April,4/05/21, $18.69 ,Mindful Spending,Home,Amazon,7017,,,,
2021,April,4/05/21, $44.80 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,April,4/05/21, $10.07 ,Mindful Spending,Other,SODA-SNACK VENDING TORONTO ON,7017,Keys Plant Rupert,,,
2021,April,4/10/21, $159.40 ,Mindful Spending,Other,Get Kush Weed,9880,,,,
2021,April,4/08/21, $6.58 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,April,4/09/21, $5.34 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,April,4/09/21, $41.47 ,Fixed,Groceries,No Frills,7017,,,,
2021,April,4/09/21, $13.00 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/12/21, $12.15 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/14/21, $61.20 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,April,4/14/21, $10.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,April,4/16/21, $82.73 ,Fixed,Groceries,No Frills,7017,,,,
2021,April,4/17/21, $325.00 ,Mindful Spending,Gov. Services,IELT Exam,7017,PR,,,
2021,April,4/18/21, $10.54 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/23/21, $11.19 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/24/21, $60.06 ,Fixed,Groceries,No Frills,7017,,,,
2021,April,4/24/21, $21.98 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,April,4/24/21, $47.76 ,Mindful Spending,Restaurant,DoorDash - Sun Sunshi,7017,,,,
2021,April,4/27/21, $98.00 ,Fixed,Transit,Compass-Translink,7017,May Pass,,,
2021,April,4/28/21, $64.99 ,Mindful Spending,Technology,Amazon,7017,,,,
2021,April,4/29/21, $52.48 ,Fixed,Groceries,Canadian Protein,7017,,,,
2021,April,4/30/21, $7.94 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/01/21, $560.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,May,5/01/21, $25.50 ,Fixed,Haircut,Oxford Barbers Davie Street,7017,,,,
2021,May,5/01/21, $52.31 ,Fixed,Groceries,No Frills,7017,,,,
2021,May,5/01/21, $15.91 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/08/21, $6.25 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,May,5/08/21, $92.03 ,Fixed,Groceries,No Frills,7017,,,,
2021,May,5/08/21, $38.20 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/09/21, $17.92 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,May,5/09/21, $5.34 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,May,5/09/21, $15.82 ,Mindful Spending,Technology,Aliexpress,7017,Battery Kindle,,,
2021,May,5/10/21, $5.70 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/11/21, $17.92 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,May,5/14/21, $61.20 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,May,5/15/21, $7.30 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/15/21, $31.96 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/16/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,May,5/21/21, $16.21 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/22/21, $92.91 ,Fixed,Groceries,No Frills,7017,,,,
2021,May,5/22/21, $36.23 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/22/21, $11.67 ,Mindful Spending,Technology,Aliexpress,7017,,,,
2021,May,5/23/21, $40.92 ,Mindful Spending,Home,Amazon,7017,,,,
2021,May,5/23/21, $14.45 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,May,5/24/21, $6.49 ,Fixed,Groceries,H-Mart,7017,,,,
2021,May,5/25/21, $75.00 ,Mindful Spending,Home,Wesbrook Properties,9880,Extra key and fob,,,
2021,May,5/27/21, $98.00 ,Fixed,Transit,Compass-Translink,7017,June Pass,,,
2021,May,5/29/21, $3.14 ,Mindful Spending,Other,Amazon,7017,Kindle Book,,,
2021,May,5/30/21, $49.06 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,June,6/02/21, $16.99 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/05/21, $46.35 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/06/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,June,6/06/21, $6.20 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,June,6/09/21, $5.34 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,June,6/10/21, $26.62 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/12/21, $75.19 ,Fixed,Groceries,No Frills,7017,,,,
2021,June,6/12/21, $26.25 ,Mindful Spending,Restaurant,Grano Pizzeria,9880,,,,
2021,June,6/13/21, $20.29 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/14/21, $61.20 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,June,6/18/21, $51.11 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/20/21, $8.92 ,Mindful Spending,Restaurant,Rain or Shine,7017,,,,
2021,June,6/23/21, $25.96 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/25/21, $93.51 ,Fixed,Groceries,No Frills,7017,,,,
2021,June,6/25/21, $23.09 ,Fixed,Haircut,Oxford Barbers Davie Street,7017,,,,
2021,June,6/25/21, $21.00 ,Mindful Spending,Restaurant,Best Bite Donair,7017,,,,
2021,June,6/26/21, $12.19 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,June,6/27/21, $24.72 ,Fixed,Insurance,TD Insurance,7017,Tenant Insurance,,,
2021,June,6/27/21, $11.00 ,Mindful Spending,Restaurant,Donair Pro,Cash,,,,
2021,June,6/28/21, $72.73 ,Mindful Spending,Home,Amazon,7017,,,,
2021,June,6/28/21, $100.25 ,Fixed,Transit,Compass-Translink,7017,July Pass,,,
2021,June,6/29/21, $55.50 ,Mindful Spending,Restaurant,De Dutch,7017,,,,
2021,July,7/08/21, $6.46 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,July,7/09/21, $5.59 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,July,7/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,July,7/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,July,7/01/21, $33.68 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/01/21, $17.22 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,July,7/01/21, $12.31 ,Mindful Spending,Technology,Amazon,7017,,,,
2021,July,7/03/21, $41.90 ,Mindful Spending,Restaurant,Browns Crafthouse UBC,7017,,,,
2021,July,7/03/21, $10.07 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/03/21, $17.19 ,Mindful Spending,Restaurant,Biercraft Wesbrook,7017,,,,
2021,July,7/04/21, $20.15 ,Mindful Spending,Restaurant,Sun Sushi,9880,,,,
2021,July,7/05/21, $21.00 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/07/21, $13.47 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/09/21, $125.99 ,Fixed,Groceries,Canadian Protein,7017,Protein,,,
2021,July,7/10/21, $13.48 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/10/21, $15.94 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/11/21, $33.76 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/11/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,July,7/13/21, $19.42 ,Mindful Spending,Technology,Shoppers Drug Mart,7017,,,,
2021,July,7/14/21, $18.46 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/17/21, $12.83 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/18/21, $26.63 ,Mindful Spending,Restaurant,GURKHA HIMALAYAN KITCHEN,7017,,,,
2021,July,7/18/21, $19.65 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/19/21, $24.14 ,Mindful Spending,Technology,Amazon,7017,,,,
2021,July,7/19/21, $10.98 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/22/21, $24.62 ,Fixed,Insurance,TD Insurance,7017,,,,
2021,July,7/24/21, $9.00 ,Mindful Spending,Other,China Acupuncture Clinic,7017,,,,
2021,July,7/25/21, $0.31 ,Mindful Spending,Other,Staples,7017,,,,
2021,July,7/25/21, $7.98 ,Fixed,Groceries,Granville Island Produce,7017,,,,
2021,July,7/25/21, $89.25 ,Mindful Spending,Technology,Asus Computer,7017,SSD Repair Diagnosis,,,
2021,July,7/25/21, $61.95 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/26/21, $13.22 ,Mindful Spending,Technology,Amazon,7017,Bluetooth Keyboard,,,
2021,July,7/27/21, $36.72 ,Mindful Spending,Technology,Amazon,7017,Multimeter,,,
