Year,Month,Date (mm/dd/yyyy), Amount ,Category (Select),Subcategory (Select),Store,Credit Card,Comments,,,
2021,July,7/28/21, $100.25 ,Fixed,Transit,Translink,7017,,,,
2021,July,7/29/21, $100.00 ,Mindful Spending,Technology,Framework,7017,Pre-order Framework Laptop,,,
2021,July,7/30/21, $105.58 ,Mindful Spending,Technology,Asus Computer,7017,SSD Replacement,,,
2021,July,7/31/21, $24.33 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,July,7/31/21, $25.00 ,Mindful Spending,Restaurant,Sun Sushi,7017,,,,
2021,July,7/31/21, $12.38 ,Mindful Spending,Home,Ali Express,7017,,,,
2021,July,7/31/21, $9.49 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,August,8/08/21, $6.45 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,August,8/09/21, $5.59 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,August,8/22/21, $24.62 ,Fixed,Insurance,TD Insurance,7017,,,,
2021,August,8/27/21, $100.25 ,Fixed,Transit,Translink,7017,September pass,,,
2021,August,8/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,August,8/01/21, $14.38 ,Mindful Spending,Restaurant,Yummy Foodies,7017,Richmond Night Market,,,
2021,August,8/06/21, $10.63 ,Mindful Spending,Restaurant,Tim Hortons,7017,,,,
2021,August,8/07/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,August,8/07/21, $83.12 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/07/21, $1.99 ,Fixed,Groceries,Shoppers Drug Mart,7017,,,,
2021,August,8/08/21, $1.04 ,Mindful Spending,Entertainment,Amazon,7017,,,,
2021,August,8/11/21, $100.00 ,Mindful Spending,Other,Driving Lesson Kevin Hu,9880,Driving Lesson,,,
2021,August,8/14/21, $19.73 ,Mindful Spending,Restaurant,Donair Dude,7017,,,,
2021,August,8/14/21, $41.62 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/14/21, $32.20 ,Mindful Spending,Restaurant,Biercraft Wesbrook,7017,,,,
2021,August,8/15/21, $20.09 ,Fixed,Groceries,NADA,7017,,,,
2021,August,8/15/21, $13.16 ,Mindful Spending,Restaurant,Donair Dude,7017,,,,
2021,August,8/16/21, $309.00 ,Mindful Spending,Other,Driving Lesson Mario,9880,Driving Lesson,,,
2021,August,8/17/21, $157.50 ,Mindful Spending,Other,Immigration Consultant Rafael,9880,Lakehouse Immigration,,,
2021,August,8/18/21, $19.04 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/19/21, $13.98 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/21/21, $59.07 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/22/21, $4.95 ,Fixed,Groceries,El Dorado Pie,7017,,,,
2021,August,8/22/21, $12.40 ,Fixed,Groceries,Lonsdale Quay Market,7017,,,,
2021,August,8/22/21, $30.58 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,August,8/22/21, $29.01 ,Mindful Spending,Clothes,Amazon,7017,,,,
2021,August,8/22/21, $31.50 ,Mindful Spending,Clothes,SPCA Thrift Store,7017,,,,
2021,August,8/24/21, $9.82 ,Mindful Spending,Technology,Amazon,7017,,,,
2021,August,8/24/21, $45.00 ,Fixed,Haircut,Oxford Barbers Davie Street,Cash,Pomade + Tip,,,
2021,August,8/27/21, $180.00 ,Mindful Spending,Other,Road Test Mario,9880,,,,
2021,August,8/27/21, $50.00 ,Mindful Spending,Gov. Services,Driver Services Centre - Burnaby,7017,Road Test,, $827.50 ,
2021,August,8/27/21, $31.00 ,Mindful Spending,Gov. Services,Driver Services Centre - Burnaby,7017,Driver's License 2 years,,,
2021,August,8/27/21, $63.78 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,August,8/29/21, $8.18 ,Fixed,Medicine,Shoppers Drug Mart,7017,,,,
2021,August,8/31/21, $10.49 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,September,9/01/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,September,9/08/21, $6.45 ,Subscription Services,Medium,MEDIUM,7017,,,,
2021,September,9/09/21, $5.59 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,September,9/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,September,9/22/21, $24.62 ,Fixed,Insurance,TD Insurance,7017,,,,
2021,September,9/27/21, $100.25 ,Fixed,Transit,Translink,7017,October Pass,,,
,,9/04/21, $61.65 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/06/21, $8.27 ,Mindful Spending,Restaurant,Mr. Shawarma,7017,,,,
2021,September,9/06/21, $13.95 ,Mindful Spending,Restaurant,Trees Organic Coffee,7017,,,,
2021,September,9/06/21, $14.77 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/10/21, $19.98 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/11/21, $45.00 ,Mindful Spending,Restaurant,El Caracol Café,Cash,,,,
2021,September,9/11/21, $29.92 ,Mindful Spending,Entertainment,Cineplex,7017,,,,
2021,September,9/12/21, $77.52 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/13/21, $14.55 ,Fixed,Medicine,Shoppers Drug Mart,7017,Pregnancy Test,,,
2021,September,9/14/21, $2.24 ,Fixed,Transit,EvoCarShare,7017,,,,
2021,September,9/15/21," $1,915.58 ",Mindful Spending,Technology,Framework,7017,Laptop,,,
2021,September,9/15/21, $10.29 ,Mindful Spending,Restaurant,Tim Hortons,7017,,,,
2021,September,9/19/21, $41.95 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/19/21, $5.99 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/19/21, $13.70 ,Mindful Spending,Technology,Amazon,7017,Earpiece Replacement S9+,,,
2021,September,9/19/21, $36.93 ,Mindful Spending,Restaurant,Neptune Chinese Kitchen,7017,,,,
2021,September,9/24/21, $16.69 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/25/21, $38.60 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,September,9/28/21, $11.75 ,Mindful Spending,Restaurant,Tim Hortons,7017,,,,
2021,September,9/29/21, $10.00 ,Fixed,Transit,Translink,7017,,,,
2021,October,10/01/21, $520.00 ,Fixed,Rent,Wesbrook Properties,9880,,,,
2021,October,10/01/21, $20.00 ,Fixed,Utilities,Coinamatic,7017,,,,
2021,October,10/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,October,10/22/21, $24.62 ,Fixed,Insurance,TD Insurance,7017,,,,
2021,October,10/28/21, $134.00 ,Fixed,Transit,Translink,7017,November Pass,,,
2021,October,10/09/21, $11.19 ,Subscription Services,Spotify,Spotify,7017,,,,
2021,October,10/02/21, $22.31 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,October,10/02/21, $32.09 ,Mindful Spending,Clothes,Salvation Army Thrift Store,7017,Snow Shoes,,,
2021,October,10/02/21, $22.03 ,Mindful Spending,Restaurant,Benkei Ramen,7017,,,,
2021,October,10/02/21, $55.58 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,October,10/03/21, $10.06 ,Mindful Spending,Home,Dollar N Plus,7017,,,,
2021,October,10/06/21, $15.23 ,Mindful Spending,Other,Evo Car Share,7017,,,,
2021,October,10/08/21, $155.00 ,Mindful Spending,Gov. Services,Invicta Law Corporation,7017,Immigration Lawyer,,,
2021,October,10/08/21, $9.96 ,Fixed,Groceries,Save on Foods,7017,,,,
2021,October,10/09/21, $17.31 ,Mindful Spending,Restaurant,Donair Dude,9014,,,,
2021,October,10/10/21, $69.40 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/10/21, $16.31 ,Mindful Spending,Restaurant,Asa Sushi,9014,,,,
2021,October,10/11/21, $8.45 ,Fixed,Groceries,Longliner SeaFoods,9014,,,,
2021,October,10/11/21, $8.95 ,Fixed,Groceries,Siegel's Bagels,9014,,,,
2021,October,10/11/21, $3.90 ,Fixed,Medicine,Shoppers Drug Mart,9014,,,,
2021,October,10/13/21, $14.05 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/13/21, $10.06 ,Mindful Spending,Restaurant,A&W,9014,,,,
2021,October,10/14/21, $31.33 ,Mindful Spending,Other,Copy Smart,9014,MX Police Certificate Photos,,,
2021,October,10/16/21, $63.63 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/16/21, $0.54 ,Mindful Spending,Other,Staples,9014,,,,
2021,October,10/16/21, $8.94 ,Mindful Spending,Home,Dollar N Plus,9014,,,,
2021,October,10/17/21, $15.00 ,Mindful Spending,Restaurant,El Caracol Café,Cash,,,,
2021,October,10/18/21, $4.99 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/18/21, $73.35 ,Fixed,Internet,Vmedia,9014,,,,
2021,October,10/18/21, $4.99 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/19/21, $104.99 ,Mindful Spending,Home,Amazon,9014,,,,
2021,October,10/23/21, $31.18 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/23/21, $34.63 ,Mindful Spending,Restaurant,Donair Dude,9014,,,,
2021,October,10/28/21, $16.98 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/30/21, $15.23 ,Mindful Spending,Home,Evo Car Share,9014,,,,
2021,October,10/30/21, $20.15 ,Mindful Spending,Home,Evo Car Share,9014,,,,
2021,October,10/30/21, $47.04 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,October,10/31/21, $6.71 ,Mindful Spending,Home,Dollar N Plus,9014,,,,
2021,October,10/31/21, $12.94 ,Mindful Spending,Restaurant,A&W,9014,,,,
2021,October,10/31/21, $50.00 ,Mindful Spending,Home,Petro Can,9014,Gass Uhaul,,,
2021,November,11/01/21, $-   ,Fixed,Rent,Wesbrook Properties,9880,Extra rent/Move-out,,,
2021,November,11/01/21, $725.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2021,November,11/01/21, $25.00 ,Fixed,Utilities,Coinamatic,9880,Maureen owes,,,
2021,November,11/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,November,11/23/21, $7.28 ,Subscription Services,Spotify,Spotify,9014,,,,
2021,November,11/26/21, $134.00 ,Fixed,Transit,Translink,9014,December Pass,,,
2021,November,11/29/21, $183.61 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2021,November,11/01/21, $390.00 ,Mindful Spending,Home,Furniture,9880,Bedframe + nightstand,,,
2021,November,11/01/21, $100.00 ,Mindful Spending,Home,Furniture,9880,Dining Table,,,
2021,November,11/01/21, $40.00 ,Mindful Spending,Home,Furniture,9880,Floor lamp,,,
2021,November,11/01/21, $80.00 ,Mindful Spending,Home,Furniture,9880,Dressers,,,
2021,November,11/01/21, $550.00 ,Mindful Spending,Home,Furniture,9880,Sofe-bed,,,
2021,November,11/01/21, $75.00 ,Mindful Spending,Home,Furniture,9880,Microwave + Microwave Stand,,,
2021,November,11/01/21, $60.00 ,Mindful Spending,Home,Furniture,9880,TV Stand,,,
2021,November,11/01/21, $220.00 ,Mindful Spending,Home,Furniture,9880,Dining Chairs,,,
2021,November,11/01/21, $190.00 ,Mindful Spending,Home,Furniture,9880,TV + Soundbar,,,
2021,November,11/01/21, $10.00 ,Mindful Spending,Home,Furniture,9880,Laundry Hamper,,,
2021,November,11/01/21, $5.00 ,Mindful Spending,Home,Furniture,9880,Toaster,,,
2021,November,11/01/21, $5.00 ,Mindful Spending,Home,Furniture,9880,Trash Bin,,,
2021,November,11/01/21, $7.34 ,Fixed,Groceries,Save on Foods,9014,,,,
2021,November,11/01/21, $30.00 ,Mindful Spending,Home,Esso,9014,Gass UHaul,,,
2021,November,11/01/21, $142.82 ,Mindful Spending,Home,Uhaul,9014,Truck Uhaul,,,
2021,November,11/01/21, $82.50 ,Mindful Spending,Home,Uhaul,9014,Truck Uhaul,,,
2021,November,11/02/21, $27.20 ,Mindful Spending,Home,Evo Car Share,9014,,,,
2021,November,11/02/21, $45.99 ,Mindful Spending,Home,Canadian Tire,9014,Shower curtain + Bulbs,,,
2021,November,11/03/21, $12.59 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/03/21, $38.84 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/04/21, $9.33 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/05/21, $17.36 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/05/21, $20.15 ,Mindful Spending,Home,Evo Car Share,9014,EVO Floor Lamp,,,
2021,November,11/05/21, $23.13 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/06/21, $4.20 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2021,November,11/06/21, $14.22 ,Mindful Spending,Home,Evo Car Share,9014,EVO Microwave,,,
2021,November,11/06/21, $14.41 ,Mindful Spending,Restaurant,Shawarma Corner,9014,,,,
2021,November,11/06/21, $97.31 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/07/21, $16.79 ,Mindful Spending,Home,Canadian Tire,9014,Folding Chair,,,
2021,November,11/08/21, $40.72 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/09/21, $27.29 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/10/21, $12.62 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/10/21, $28.34 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/10/21, $6.82 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/11/21, $3.36 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2021,November,11/11/21, $7.29 ,Mindful Spending,Home,Dollarama,9014,,,,
2021,November,11/11/21, $17.75 ,Mindful Spending,Home,Evo Car Share,9014,EVO Dining Chairs,,,
2021,November,11/11/21, $30.07 ,Mindful Spending,Restaurant,Ki Sushi Japanese Restaurant,9014,,,,
2021,November,11/11/21, $44.69 ,Mindful Spending,Home,MUJI,9014,,,,
2021,November,11/12/21, $5.66 ,Mindful Spending,Home,EVO,9014,,,,
2021,November,11/12/21, $6.99 ,Fixed,Groceries,Too Good To Go,9014,,,,
2021,November,11/12/21, $19.88 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/12/21, $1.69 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2021,November,11/12/21, $52.19 ,Fixed,Groceries,City Avenue Market,9014,,,,
2021,November,11/13/21, $36.73 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/13/21, $26.43 ,Mindful Spending,Home,Home Depot,9014,,,,
2021,November,11/13/21, $8.95 ,Mindful Spending,Home,Winners,9014,,,,
2021,November,11/13/21, $36.85 ,Mindful Spending,Home,MUJI,9014,,,,
2021,November,11/13/21, $9.53 ,Mindful Spending,Home,Dollarama,9014,,,,
2021,November,11/14/21, $62.85 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/14/21, $14.73 ,Mindful Spending,Home,EVO,9014,EVO TV Stand,,,
2021,November,11/14/21, $34.63 ,Mindful Spending,Home,Aliexpress,9014,,,,
2021,November,11/15/21, $23.20 ,Fixed,Haircut,Oxford Barbers New West,9880,,,,
2021,November,11/20/21, $14.10 ,Mindful Spending,Home,Shoppers Drug Mart,9014,LED Bulbs,,,
2021,November,11/20/21, $30.29 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/21/21, $7.51 ,Mindful Spending,Restaurant,Waves Coffee,9014,,,,
2021,November,11/21/21, $85.69 ,Mindful Spending,Home,Bunches & Blooms Floral,9014,Air plant,,,
2021,November,11/22/21, $12.71 ,Mindful Spending,Other,EVO,9014,Get to work,,,
2021,November,11/22/21, $259.90 ,Mindful Spending,Gov. Services,WES (World Education Services),9014,ECA IRCC,,,
2021,November,11/23/21, $10.49 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/23/21, $11.50 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/24/21, $35.66 ,Mindful Spending,Home,Amazon,9014,,,,
2021,November,11/25/21, $31.00 ,Fixed,Internet,Vmedia,9014,Complete Modem Purchase,,,
2021,November,11/26/21, $140.00 ,Mindful Spending,Gov. Services,Invicta Law Corporation,9014,Translation Diploma ITESM,,,
2021,November,11/26/21, $129.37 ,Mindful Spending,Clothes,Vessi Footwear,9014,Maureen Christmas Gift,,,
2021,November,11/27/21, $-   ,Mindful Spending,Gov. Services,Lifelabs,9014,IME Blood test. $68.00 Reimbursed with Canada Life,,,
2021,November,11/27/21, $100.00 ,Mindful Spending,Gov. Services,Downtown Radiology,9880,IME X-ray,,,
2021,November,11/24/21, $260.00 ,Mindful Spending,Gov. Services,Jas Garcha,9880,IME Physical Exam,,,
2021,November,11/27/21," $1,139.76 ",Mindful Spending,Other,ICBC,9014,Car Tax,,,
2021,November,11/27/21, $30.81 ,Mindful Spending,Restaurant,Vcafe New Westminster,9880,,,,
2021,November,11/28/21, $67.87 ,Fixed,Groceries,Safeway,9014,,,,
2021,November,11/29/21, $31.65 ,Mindful Spending,Home,Canadian Tire,9014,"Bulbs, lamp, towels 1/2",,,
2021,November,11/29/21, $33.34 ,Mindful Spending,Other,Amazon,9014,Handwarmer,,,
2021,November,11/30/21, $28.00 ,Mindful Spending,Other,Amazon,9014,Zippo lighter,,,
2021,December,12/01/21, $825.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2021,December,12/01/21, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking,,,
2021,December,12/01/21, $25.00 ,Fixed,Internet,Vmedia,9880,,,,
2021,December,12/14/21, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2021,December,12/23/21, $7.28 ,Subscription Services,Spotify,Spotify,9014,,,,
2021,December,12/27/21, $134.00 ,Fixed,Transit,Translink,9014,January Pass,,,
2021,December,12/30/21, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2021,December,12/01/21, $669.76 ,Mindful Spending,Clothes,Lululemon,9014,,,,
2021,December,12/03/21, $18.09 ,Mindful Spending,Restaurant,Donair Dude,9014,,,,
2021,December,12/04/21, $19.26 ,Mindful Spending,Home,Evo,9014,EVO coffee table,,,
2021,December,12/04/21, $30.00 ,Mindful Spending,Home,Coffee table,9014,Coffee table,,,
2021,December,12/04/21, $21.40 ,Mindful Spending,Restaurant,St. Agustine's,9014,Beers Greg,,,
2021,December,12/04/21, $24.20 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/04/21, $31.24 ,Mindful Spending,Other,Evo,9014,,,,
2021,December,12/04/21, $18.00 ,Mindful Spending,Restaurant,DoorDash,9880,,,,
2021,December,12/05/21, $14.09 ,Mindful Spending,Home,Amazon,9014,,,,
2021,December,12/06/21, $15.42 ,Mindful Spending,Home,Amazon,9014,,,,
2021,December,12/05/21, $61.59 ,Mindful Spending,Other,Maple Leef Greenery,9014,,,,
2021,December,12/08/21, $28.00 ,Mindful Spending,Other,Amazon,9014,,,,
2021,December,12/08/21, $40.25 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/11/21, $47.95 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/11/21, $24.68 ,Mindful Spending,Home,Evo,9014,EVO AC,,,
2021,December,12/11/21, $200.00 ,Mindful Spending,Home,AC,9880,AC,,,
2021,December,12/13/21, $10.38 ,Mindful Spending,Restaurant,Shawarma Corner,9014,,,,
2021,December,12/15/21, $10.38 ,Mindful Spending,Restaurant,Tim Hortons,9014,,,,
2021,December,12/16/21, $1.40 ,Mindful Spending,Home,Dollar Tree,9014,,,,
2021,December,12/16/21, $50.19 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/17/21, $6.59 ,Mindful Spending,Home,Canadian Tire,9014,,,,
2021,December,12/17/21, $6.72 ,Mindful Spending,Home,Dollarama,9014,,,,
2021,December,12/18/21, $14.46 ,Mindful Spending,Other,Aliexpress,9014,,,,
2021,December,12/18/21, $14.96 ,Mindful Spending,Entertainment,Cineplex,9014,,,,
2021,December,12/18/21, $6.76 ,Mindful Spending,Home,Dollarama,9014,,,,
2021,December,12/19/21, $25.00 ,Mindful Spending,Home,West End Wicks,9014,,,,
2021,December,12/19/21, $22.29 ,Mindful Spending,Clothes,MUJI,9014,,,,
2021,December,12/19/21, $24.99 ,Mindful Spending,Restaurant,Vcafe New Westminster,9880,,,,
2021,December,12/21/21, $21.63 ,Mindful Spending,Other,Aliexpress,9014,,,,
2021,December,12/21/21, $49.21 ,Fixed,Groceries,NADA,9014,,,,
2021,December,12/21/21, $90.00 ,Mindful Spending,Clothes,D&D Optical,9014,Sunglasses Health Insurance,,,
2021,December,12/23/21, $5.95 ,Fixed,Groceries,NADA,9014,,,,
2021,December,12/24/21, $12.00 ,Mindful Spending,Entertainment,Westpark - Cypress,9014,,,,
2021,December,12/24/21, $107.94 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/26/21, $7.29 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2021,December,12/26/21, $29.56 ,Mindful Spending,Restaurant,Steel & Oak Brewing,9014,,,,
2021,December,12/26/21, $70.48 ,Mindful Spending,Clothes,MUJI,9014,,,,
2021,December,12/28/21, $9.36 ,Mindful Spending,Restaurant,Elysian Coffee,9014,,,,
2021,December,12/29/21, $34.34 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/30/21, $14.46 ,Fixed,Groceries,Safeway,9014,,,,
2021,December,12/30/21, $45.53 ,Mindful Spending,Home,Canadian Tire,9014,,,,
2021,December,12/30/21, $44.79 ,Mindful Spending,Entertainment,Google Stadia,9014,,,,
2021,December,12/30/21, $8.95 ,Mindful Spending,Entertainment,Google Stadia,9014,,,,
2021,December,12/31/21, $134.80 ,Mindful Spending,Other,Get Kush Weed,9880,Weed,,,
2021,December,12/31/21, $3.20 ,Mindful Spending,Home,Salvation Army Thrift Store,9014,,,,
2021,December,12/31/21, $8.80 ,Mindful Spending,Restaurant,SQ Food Business,9014,Hot Dog Downtown,,,
2021,December,12/31/21, $10.23 ,Fixed,Groceries,8th Street Liquor Store,9014,,,,
2022,January,1/01/22, $825.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,January,1/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking,,,
2022,January,1/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,,,,
2022,January,1/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,January,1/22/22, $55.45 ,Fixed,Insurance,TD Insurance,9014,,,,
2022,January,1/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,,,,
2022,January,1/24/22, $134.00 ,Fixed,Transit,Translink,9014,January Pass,,,
2022,January,1/25/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,January,1/01/22, $163.30 ,Mindful Spending,Clothes,Vessi Footwear,9014,Boots,,,
2022,January,1/03/22, $9.45 ,Mindful Spending,Other,Polo Health + Longevity,9014,,,,
2022,January,1/03/22, $131.04 ,Mindful Spending,Technology,eBay,9014,Samsung S10+,,,
2022,January,1/04/22, $14.40 ,Fixed,Groceries,NADA,9014,,,,
2022,January,1/06/22, $5.90 ,Fixed,Transit,Compass-Translink,9014,Compass Account Burnaby?,,,
2022,January,1/06/22, $13.02 ,Fixed,Groceries,Safeway,9014,,,,
2022,January,1/08/22, $20.60 ,Mindful Spending,Other,Polo Health + Longevity,9014,,,,
2022,January,1/08/22, $47.26 ,Mindful Spending,Restaurant,Don Oso's Restaurant,9014,,,,
2022,January,1/09/22, $2.24 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,January,1/09/22, $23.49 ,Mindful Spending,Home,Canadian Tire,9014,,,,
2022,January,1/09/22, $15.66 ,Fixed,Groceries,Safeway,9014,,,,
2022,January,1/10/22, $0.27 ,Mindful Spending,Home,Amazon,9014,,,,
2022,January,1/11/22, $9.50 ,Mindful Spending,Other,Polo Health + Longevity,9014,,,,
